state,Party,Popular.vote,year,state_winner,state_winner_votes,Electoral.vote
South_Dakota,Republican,190700,2000,Republican,190700,3
South_Dakota,Democratic,118804,2000,Republican,190700,3
South_Dakota,Republican,232584,2004,Republican,232584,3
South_Dakota,Democratic,149244,2004,Republican,232584,3
South_Dakota,Republican,203054,2008,Republican,203054,3
South_Dakota,Democratic,170924,2008,Republican,203054,3
South_Dakota,Republican,210610,2012,Republican,210610,3
South_Dakota,Democratic,145039,2012,Republican,210610,3
South_Dakota,Republican,227721,2016,Republican,227721,3
South_Dakota,Democratic,117458,2016,Republican,227721,3
South_Dakota,Libertarian,20845,2016,Republican,227721,3
Tennessee,Republican,219829,1920,Republican,219829,12
Tennessee,Democratic,206558,1920,Republican,219829,12
Tennessee,Democratic,158682,1924,Democratic,158682,12
Tennessee,Republican,130728,1924,Democratic,158682,12
Tennessee,Republican,195388,1928,Republican,195388,12
Tennessee,Democratic,167343,1928,Republican,195388,12
Tennessee,Democratic,259473,1932,Democratic,259473,11
Tennessee,Republican,126752,1932,Democratic,259473,11
Tennessee,Democratic,327083,1936,Democratic,327083,11
Tennessee,Republican,146520,1936,Democratic,327083,11
Tennessee,Democratic,351601,1940,Democratic,351601,11
Tennessee,Republican,169153,1940,Democratic,351601,11
Tennessee,Democratic,308707,1944,Democratic,308707,12
Tennessee,Republican,200311,1944,Democratic,308707,12
Tennessee,Democratic,270402,1948,Democratic,270402,11
Tennessee,Republican,202914,1948,Democratic,270402,11
Tennessee,Dixiecrat,73815,1948,Democratic,270402,11
Tennessee,Republican,446147,1952,Republican,446147,11
Tennessee,Democratic,443710,1952,Republican,446147,11
Tennessee,Republican,462288,1956,Republican,462288,11
Tennessee,Democratic,456507,1956,Republican,462288,11
Tennessee,Republican,556577,1960,Republican,556577,11
Tennessee,Democratic,481453,1960,Republican,556577,11
Tennessee,Democratic,634947,1964,Democratic,634947,11
Tennessee,Republican,508965,1964,Democratic,634947,11
Tennessee,Republican,472592,1968,Republican,472592,11
Tennessee,American,424792,1968,Republican,472592,11
Tennessee,Democratic,351233,1968,Republican,472592,11
Tennessee,Republican,813147,1972,Republican,813147,10
Tennessee,Democratic,357293,1972,Republican,813147,10
Tennessee,Democratic,825879,1976,Democratic,825879,10
Tennessee,Republican,633969,1976,Democratic,825879,10
Tennessee,Republican,787761,1980,Republican,787761,10
Tennessee,Democratic,783051,1980,Republican,787761,10
Tennessee,Republican,990212,1984,Republican,990212,11
Tennessee,Democratic,711714,1984,Republican,990212,11
Tennessee,Republican,947233,1988,Republican,947233,11
Tennessee,Democratic,679794,1988,Republican,947233,11
Tennessee,Democratic,933521,1992,Democratic,933521,11
Tennessee,Republican,841300,1992,Democratic,933521,11
Tennessee,Independent,199968,1992,Democratic,933521,11
Tennessee,Democratic,909146,1996,Democratic,909146,11
Tennessee,Republican,863530,1996,Democratic,909146,11
Tennessee,Independent,105918,1996,Democratic,909146,11
Tennessee,Republican,1061949,2000,Republican,1061949,11
Tennessee,Democratic,981720,2000,Republican,1061949,11
Tennessee,Republican,1384375,2004,Republican,1384375,11
Tennessee,Democratic,1036477,2004,Republican,1384375,11
Tennessee,Republican,1479178,2008,Republican,1479178,11
Tennessee,Democratic,1087437,2008,Republican,1479178,11
Tennessee,Republican,1462330,2012,Republican,1462330,11
Tennessee,Democratic,960709,2012,Republican,1462330,11
Tennessee,Republican,1522925,2016,Republican,1522925,11
Tennessee,Democratic,870695,2016,Republican,1522925,11
Texas,Democratic,288767,1920,Democratic,288767,20
Texas,Republican,114538,1920,Democratic,288767,20
Texas,Democratic,484605,1924,Democratic,484605,20
Texas,Republican,130023,1924,Democratic,484605,20
Texas,Progressive,42881,1924,Democratic,484605,20
Texas,Republican,367036,1928,Republican,367036,20
Texas,Democratic,341032,1928,Republican,367036,20
Texas,Democratic,760348,1932,Democratic,760348,23
Texas,Republican,97959,1932,Democratic,760348,23
Texas,Democratic,739952,1936,Democratic,739952,23
Texas,Republican,104661,1936,Democratic,739952,23
Texas,Democratic,909974,1940,Democratic,909974,23
Texas,Republican,212692,1940,Democratic,909974,23
Texas,Democratic,821605,1944,Democratic,821605,23
Texas,Republican,191425,1944,Democratic,821605,23
Texas,Texas Regulars,135439,1944,Democratic,821605,23
Texas,Democratic,824235,1948,Democratic,824235,23
Texas,Republican,303467,1948,Democratic,824235,23
Texas,Dixiecrat,113776,1948,Democratic,824235,23
Texas,Republican,1102878,1952,Republican,1102878,24
Texas,Democratic,969228,1952,Republican,1102878,24
Texas,Republican,1080619,1956,Republican,1080619,24
Texas,Democratic,859958,1956,Republican,1080619,24
Texas,Democratic,1167567,1960,Democratic,1167567,24
Texas,Republican,1121310,1960,Democratic,1167567,24
Texas,Democratic,1663185,1964,Democratic,1663185,25
Texas,Republican,958566,1964,Democratic,1663185,25
Texas,Democratic,1266804,1968,Democratic,1266804,25
Texas,Republican,1227844,1968,Democratic,1266804,25
Texas,American Independent,584269,1968,Democratic,1266804,25
Texas,Republican,2298896,1972,Republican,2298896,26
Texas,Democratic,1154291,1972,Republican,2298896,26
Texas,Democratic,2082319,1976,Democratic,2082319,26
Texas,Republican,1953300,1976,Democratic,2082319,26
Texas,Republican,2510705,1980,Republican,2510705,26
Texas,Democratic,1881147,1980,Republican,2510705,26
Texas,Republican,3433428,1984,Republican,3433428,29
Texas,Democratic,1949276,1984,Republican,3433428,29
Texas,Republican,3036829,1988,Republican,3036829,29
Texas,Democratic,2352748,1988,Republican,3036829,29
Texas,Republican,2496071,1992,Republican,2496071,32
Texas,Democratic,2281815,1992,Republican,2496071,32
Texas,Independent,1354781,1992,Republican,2496071,32
Texas,Republican,2736167,1996,Republican,2736167,32
Texas,Democratic,2459683,1996,Republican,2736167,32
Texas,Independent,378537,1996,Republican,2736167,32
Texas,Republican,3799639,2000,Republican,3799639,32
Texas,Democratic,2433746,2000,Republican,3799639,32
Texas,Republican,4526917,2004,Republican,4526917,34
Texas,Democratic,2832704,2004,Republican,4526917,34
Texas,Republican,4479328,2008,Republican,4479328,34
Texas,Democratic,3528633,2008,Republican,4479328,34
Texas,Republican,4569843,2012,Republican,4569843,38
Texas,Democratic,3308124,2012,Republican,4569843,38
Texas,Republican,4685047,2016,Republican,4685047,36
Texas,Democratic,3877868,2016,Republican,4685047,36
the_District_of_Columbia,Democratic,169796,1964,Democratic,169796,3
the_District_of_Columbia,Republican,28801,1964,Democratic,169796,3
the_District_of_Columbia,Democratic,139566,1968,Democratic,139566,3
the_District_of_Columbia,Republican,31012,1968,Democratic,139566,3
the_District_of_Columbia,Democratic,127627,1972,Democratic,127627,3
the_District_of_Columbia,Republican,35226,1972,Democratic,127627,3
the_District_of_Columbia,Democratic,137818,1976,Democratic,137818,3
the_District_of_Columbia,Republican,27873,1976,Democratic,137818,3
the_District_of_Columbia,Democratic,130231,1980,Democratic,130231,3
the_District_of_Columbia,Republican,23313,1980,Democratic,130231,3
the_District_of_Columbia,Independent,16131,1980,Democratic,130231,3
the_District_of_Columbia,Democratic,180408,1984,Democratic,180408,3
the_District_of_Columbia,Republican,29009,1984,Democratic,180408,3
the_District_of_Columbia,Democratic,159407,1988,Democratic,159407,3
the_District_of_Columbia,Republican,27590,1988,Democratic,159407,3
the_District_of_Columbia,Democratic,192619,1992,Democratic,192619,3
the_District_of_Columbia,Republican,20698,1992,Democratic,192619,3
the_District_of_Columbia,Democratic,158220,1996,Democratic,158220,3
the_District_of_Columbia,Republican,17339,1996,Democratic,158220,3
the_District_of_Columbia,Democratic,171923,2000,Democratic,171923,2
the_District_of_Columbia,Republican,18073,2000,Democratic,171923,2
the_District_of_Columbia,Green,10576,2000,Democratic,171923,2
the_District_of_Columbia,Democratic,202970,2004,Democratic,202970,3
the_District_of_Columbia,Republican,21256,2004,Democratic,202970,3
the_District_of_Columbia,Democratic,245800,2008,Democratic,245800,3
the_District_of_Columbia,Republican,17367,2008,Democratic,245800,3
the_District_of_Columbia,Democratic,267070,2012,Democratic,267070,3
the_District_of_Columbia,Republican,21381,2012,Democratic,267070,3
the_District_of_Columbia,Democratic,282830,2016,Democratic,282830,3
the_District_of_Columbia,Republican,12723,2016,Democratic,282830,3
Utah,Republican,81555,1920,Republican,81555,4
Utah,Democratic,56639,1920,Republican,81555,4
Utah,Republican,77327,1924,Republican,77327,4
Utah,Democratic,47001,1924,Republican,77327,4
Utah,Progressive,32662,1924,Republican,77327,4
Utah,Republican,94618,1928,Republican,94618,4
Utah,Democratic,80985,1928,Republican,94618,4
Utah,Democratic,116750,1932,Democratic,116750,4
Utah,Republican,84795,1932,Democratic,116750,4
Utah,Democratic,150246,1936,Democratic,150246,4
Utah,Republican,64555,1936,Democratic,150246,4
Utah,Democratic,154277,1940,Democratic,154277,4
Utah,Republican,93151,1940,Democratic,154277,4
Utah,Democratic,150088,1944,Democratic,150088,4
Utah,Republican,97891,1944,Democratic,150088,4
Utah,Democratic,149151,1948,Democratic,149151,4
Utah,Republican,124402,1948,Democratic,149151,4
Utah,Republican,194190,1952,Republican,194190,4
Utah,Democratic,135364,1952,Republican,194190,4
Utah,Republican,215631,1956,Republican,215631,4
Utah,Democratic,118364,1956,Republican,215631,4
Utah,Republican,205361,1960,Republican,205361,4
Utah,Democratic,169248,1960,Republican,205361,4
Utah,Democratic,219628,1964,Democratic,219628,4
Utah,Republican,180682,1964,Democratic,219628,4
Utah,Republican,238728,1968,Republican,238728,4
Utah,Democratic,156665,1968,Republican,238728,4
Utah,American Independent,26906,1968,Republican,238728,4
Utah,Republican,323643,1972,Republican,323643,4
Utah,Democratic,126284,1972,Republican,323643,4
Utah,American Independent,28549,1972,Republican,323643,4
Utah,Republican,337908,1976,Republican,337908,4
Utah,Democratic,182110,1976,Republican,337908,4
Utah,Republican,439687,1980,Republican,439687,4
Utah,Democratic,124266,1980,Republican,439687,4
Utah,Independent,30284,1980,Republican,439687,4
Utah,Republican,469105,1984,Republican,469105,5
Utah,Democratic,155369,1984,Republican,469105,5
Utah,Republican,428442,1988,Republican,428442,5
Utah,Democratic,207343,1988,Republican,428442,5
Utah,Republican,322332,1992,Republican,322332,5
Utah,Independent,203400,1992,Republican,322332,5
Utah,Democratic,183429,1992,Republican,322332,5
Utah,Republican,361911,1996,Republican,361911,5
Utah,Democratic,221633,1996,Republican,361911,5
Utah,Reform,66461,1996,Republican,361911,5
Utah,Republican,515096,2000,Republican,515096,5
Utah,Democratic,203053,2000,Republican,515096,5
Utah,Republican,663742,2004,Republican,663742,5
Utah,Democratic,241199,2004,Republican,663742,5
Utah,Republican,596030,2008,Republican,596030,5
Utah,Democratic,327670,2008,Republican,596030,5
Utah,Republican,740600,2012,Republican,740600,6
Utah,Democratic,251813,2012,Republican,740600,6
Utah,Republican,515231,2016,Republican,515231,6
Utah,Democratic,310676,2016,Republican,515231,6
Utah,Independent,243690,2016,Republican,515231,6
Vermont,Republican,68212,1920,Republican,68212,4
Vermont,Democratic,20919,1920,Republican,68212,4
Vermont,Republican,80498,1924,Republican,80498,4
Vermont,Democratic,16124,1924,Republican,80498,4
Vermont,Progressive,5964,1924,Republican,80498,4
Vermont,Republican,90404,1928,Republican,90404,4
Vermont,Democratic,44440,1928,Republican,90404,4
Vermont,Republican,78984,1932,Republican,78984,3
Vermont,Democratic,56266,1932,Republican,78984,3
Vermont,Republican,81023,1936,Republican,81023,3
Vermont,Democratic,62124,1936,Republican,81023,3
Vermont,Republican,78371,1940,Republican,78371,3
Vermont,Democratic,64269,1940,Republican,78371,3
Vermont,Republican,71527,1944,Republican,71527,3
Vermont,Democratic,53820,1944,Republican,71527,3
Vermont,Republican,75926,1948,Republican,75926,3
Vermont,Democratic,45557,1948,Republican,75926,3
Vermont,Republican,109717,1952,Republican,109717,3
Vermont,Democratic,43355,1952,Republican,109717,3
Vermont,Republican,110390,1956,Republican,110390,3
Vermont,Democratic,42549,1956,Republican,110390,3
Vermont,Republican,98131,1960,Republican,98131,3
Vermont,Democratic,69186,1960,Republican,98131,3
Vermont,Democratic,108127,1964,Democratic,108127,3
Vermont,Republican,54942,1964,Democratic,108127,3
Vermont,Republican,85142,1968,Republican,85142,3
Vermont,Democratic,70255,1968,Republican,85142,3
Vermont,Republican,117149,1972,Republican,117149,3
Vermont,Democratic,68174,1972,Republican,117149,3
Vermont,Republican,102085,1976,Republican,102085,3
Vermont,Democratic,81044,1976,Republican,102085,3
Vermont,Republican,94598,1980,Republican,94598,3
Vermont,Democratic,81891,1980,Republican,94598,3
Vermont,Independent,31760,1980,Republican,94598,3
Vermont,Republican,135865,1984,Republican,135865,3
Vermont,Democratic,95730,1984,Republican,135865,3
Vermont,Republican,124331,1988,Republican,124331,3
Vermont,Democratic,115775,1988,Republican,124331,3
Vermont,Democratic,133592,1992,Democratic,133592,3
Vermont,Republican,88122,1992,Democratic,133592,3
Vermont,Independent,65991,1992,Democratic,133592,3
Vermont,Democratic,137894,1996,Democratic,137894,3
Vermont,Republican,80352,1996,Democratic,137894,3
Vermont,Reform,31024,1996,Democratic,137894,3
Vermont,Democratic,149022,2000,Democratic,149022,3
Vermont,Republican,119775,2000,Democratic,149022,3
Vermont,Green,20374,2000,Democratic,149022,3
Vermont,Democratic,184067,2004,Democratic,184067,3
Vermont,Republican,121180,2004,Democratic,184067,3
Vermont,Democratic,219262,2008,Democratic,219262,3
Vermont,Republican,98974,2008,Democratic,219262,3
Vermont,Democratic,199239,2012,Democratic,199239,3
Vermont,Republican,92698,2012,Democratic,199239,3
Vermont,Democratic,178573,2016,Democratic,178573,3
Vermont,Republican,95369,2016,Democratic,178573,3
Vermont,Independent,18218,2016,Democratic,178573,3
Virginia,Democratic,141670,1920,Democratic,141670,12
Virginia,Republican,87456,1920,Democratic,141670,12
Virginia,Democratic,139797,1924,Democratic,139797,12
Virginia,Republican,73359,1924,Democratic,139797,12
Virginia,Republican,164609,1928,Republican,164609,12
Virginia,Democratic,140146,1928,Republican,164609,12
Virginia,Democratic,203979,1932,Democratic,203979,11
Virginia,Republican,89637,1932,Democratic,203979,11
Virginia,Democratic,234980,1936,Democratic,234980,11
Virginia,Republican,98336,1936,Democratic,234980,11
Virginia,Democratic,235961,1940,Democratic,235961,11
Virginia,Republican,109363,1940,Democratic,235961,11
Virginia,Democratic,242276,1944,Democratic,242276,11
Virginia,Republican,145243,1944,Democratic,242276,11
Virginia,Democratic,200786,1948,Democratic,200786,11
Virginia,Republican,172070,1948,Democratic,200786,11
Virginia,Dixiecrat,43393,1948,Democratic,200786,11
Virginia,Republican,349037,1952,Republican,349037,12
Virginia,Democratic,268677,1952,Republican,349037,12
Virginia,Republican,386459,1956,Republican,386459,12
Virginia,Democratic,267760,1956,Republican,386459,12
Virginia,Dixiecrat,42964,1956,Republican,386459,12
Virginia,Republican,404521,1960,Republican,404521,12
Virginia,Democratic,362327,1960,Republican,404521,12
Virginia,Democratic,558038,1964,Democratic,558038,12
Virginia,Republican,481334,1964,Democratic,558038,12
Virginia,Republican,590319,1968,Republican,590319,12
Virginia,Democratic,442387,1968,Republican,590319,12
Virginia,American Independent,320272,1968,Republican,590319,12
Virginia,Republican,988493,1972,Republican,988493,11
Virginia,Democratic,438887,1972,Republican,988493,11
Virginia,Republican,836554,1976,Republican,836554,12
Virginia,Democratic,813896,1976,Republican,836554,12
Virginia,Republican,989609,1980,Republican,989609,12
Virginia,Democratic,752174,1980,Republican,989609,12
Virginia,Independent,95418,1980,Republican,989609,12
Virginia,Republican,1337078,1984,Republican,1337078,12
Virginia,Democratic,796250,1984,Republican,1337078,12
Virginia,Republican,1309162,1988,Republican,1309162,12
Virginia,Democratic,859799,1988,Republican,1309162,12
Virginia,Republican,1150517,1992,Republican,1150517,13
Virginia,Democratic,1038650,1992,Republican,1150517,13
Virginia,Independent,348639,1992,Republican,1150517,13
Virginia,Republican,1138350,1996,Republican,1138350,13
Virginia,Democratic,1091060,1996,Republican,1138350,13
Virginia,Reform,159861,1996,Republican,1138350,13
Virginia,Republican,1437490,2000,Republican,1437490,13
Virginia,Democratic,1217290,2000,Republican,1437490,13
Virginia,Republican,1716959,2004,Republican,1716959,13
Virginia,Democratic,1454742,2004,Republican,1716959,13
Virginia,Democratic,1959532,2008,Democratic,1959532,13
Virginia,Republican,1725005,2008,Democratic,1959532,13
Virginia,Democratic,1971820,2012,Democratic,1971820,13
Virginia,Republican,1822522,2012,Democratic,1971820,13
Virginia,Democratic,1981473,2016,Democratic,1981473,13
Virginia,Republican,1769443,2016,Democratic,1981473,13
Washington_(state),Republican,223137,1920,Republican,223137,7
Washington_(state),Democratic,84298,1920,Republican,223137,7
Washington_(state),Farmer Labor,77246,1920,Republican,223137,7
Washington_(state),Republican,220224,1924,Republican,220224,7
Washington_(state),Progressive,150727,1924,Republican,220224,7
Washington_(state),Democratic,42842,1924,Republican,220224,7
Washington_(state),Republican,335844,1928,Republican,335844,7
Washington_(state),Democratic,156772,1928,Republican,335844,7
Washington_(state),Democratic,353260,1932,Democratic,353260,8
Washington_(state),Republican,208645,1932,Democratic,353260,8
Washington_(state),Democratic,459579,1936,Democratic,459579,8
Washington_(state),Republican,206892,1936,Democratic,459579,8
Washington_(state),Democratic,462145,1940,Democratic,462145,8
Washington_(state),Republican,322123,1940,Democratic,462145,8
Washington_(state),Democratic,486774,1944,Democratic,486774,8
Washington_(state),Republican,361689,1944,Democratic,486774,8
Washington_(state),Democratic,476165,1948,Democratic,476165,8
Washington_(state),Republican,386315,1948,Democratic,476165,8
Washington_(state),Republican,599107,1952,Republican,599107,9
Washington_(state),Democratic,492845,1952,Republican,599107,9
Washington_(state),Republican,620430,1956,Republican,620430,9
Washington_(state),Democratic,523002,1956,Republican,620430,9
Washington_(state),Republican,629273,1960,Republican,629273,9
Washington_(state),Democratic,599298,1960,Republican,629273,9
Washington_(state),Democratic,779881,1964,Democratic,779881,9
Washington_(state),Republican,470366,1964,Democratic,779881,9
Washington_(state),Democratic,616037,1968,Democratic,616037,9
Washington_(state),Republican,588510,1968,Democratic,616037,9
Washington_(state),American,96990,1968,Democratic,616037,9
Washington_(state),Republican,837135,1972,Republican,837135,9
Washington_(state),Democratic,568334,1972,Republican,837135,9
Washington_(state),Republican,777732,1976,Republican,777732,9
Washington_(state),Democratic,717323,1976,Republican,777732,9
Washington_(state),Republican,865244,1980,Republican,865244,9
Washington_(state),Democratic,650193,1980,Republican,865244,9
Washington_(state),Independent,185073,1980,Republican,865244,9
Washington_(state),Republican,1051670,1984,Republican,1051670,10
Washington_(state),Democratic,807352,1984,Republican,1051670,10
Washington_(state),Democratic,933516,1988,Democratic,933516,10
Washington_(state),Republican,903835,1988,Democratic,933516,10
Washington_(state),Democratic,993037,1992,Democratic,993037,11
Washington_(state),Republican,731234,1992,Democratic,993037,11
Washington_(state),Independent,541780,1992,Democratic,993037,11
Washington_(state),Democratic,1123323,1996,Democratic,1123323,11
Washington_(state),Republican,840712,1996,Democratic,1123323,11
Washington_(state),Reform,201003,1996,Democratic,1123323,11
Washington_(state),Democratic,1247652,2000,Democratic,1247652,11
Washington_(state),Republican,1108864,2000,Democratic,1247652,11
Washington_(state),Democratic,1510201,2004,Democratic,1510201,11
Washington_(state),Republican,1304894,2004,Democratic,1510201,11
Washington_(state),Democratic,1750848,2008,Democratic,1750848,11
Washington_(state),Republican,1229216,2008,Democratic,1750848,11
Washington_(state),Democratic,1755396,2012,Democratic,1755396,12
Washington_(state),Republican,1290670,2012,Democratic,1755396,12
Washington_(state),Democratic,1742718,2016,Democratic,1742718,8
Washington_(state),Republican,1221747,2016,Democratic,1742718,8
Washington_(state),Libertarian,160879,2016,Democratic,1742718,8
West_Virginia,Republican,282007,1920,Republican,282007,8
West_Virginia,Democratic,220789,1920,Republican,282007,8
West_Virginia,Republican,288635,1924,Republican,288635,8
West_Virginia,Democratic,257232,1924,Republican,288635,8
West_Virginia,Farmer Labor,36723,1924,Republican,288635,8
West_Virginia,Republican,375551,1928,Republican,375551,8
West_Virginia,Democratic,263784,1928,Republican,375551,8
West_Virginia,Democratic,405124,1932,Democratic,405124,8
West_Virginia,Republican,330731,1932,Democratic,405124,8
West_Virginia,Democratic,502582,1936,Democratic,502582,8
West_Virginia,Republican,325358,1936,Democratic,502582,8
West_Virginia,Democratic,495662,1940,Democratic,495662,8
West_Virginia,Republican,372414,1940,Democratic,495662,8
West_Virginia,Democratic,392777,1944,Democratic,392777,8
West_Virginia,Republican,322819,1944,Democratic,392777,8
West_Virginia,Democratic,429188,1948,Democratic,429188,8
West_Virginia,Republican,316251,1948,Democratic,429188,8
West_Virginia,Democratic,453578,1952,Democratic,453578,8
West_Virginia,Republican,419970,1952,Democratic,453578,8
West_Virginia,Republican,449297,1956,Republican,449297,8
West_Virginia,Democratic,381534,1956,Republican,449297,8
West_Virginia,Democratic,441786,1960,Democratic,441786,8
West_Virginia,Republican,395995,1960,Democratic,441786,8
West_Virginia,Democratic,538087,1964,Democratic,538087,7
West_Virginia,Republican,253953,1964,Democratic,538087,7
West_Virginia,Democratic,374091,1968,Democratic,374091,7
West_Virginia,Republican,307555,1968,Democratic,374091,7
West_Virginia,American Independent,72560,1968,Democratic,374091,7
West_Virginia,Republican,484964,1972,Republican,484964,6
West_Virginia,Democratic,277435,1972,Republican,484964,6
West_Virginia,Democratic,435914,1976,Democratic,435914,6
West_Virginia,Republican,314760,1976,Democratic,435914,6
West_Virginia,Democratic,367462,1980,Democratic,367462,6
West_Virginia,Republican,334206,1980,Democratic,367462,6
West_Virginia,Republican,405483,1984,Republican,405483,6
West_Virginia,Democratic,328125,1984,Republican,405483,6
West_Virginia,Democratic,341016,1988,Democratic,341016,5
West_Virginia,Republican,310065,1988,Democratic,341016,5
West_Virginia,Democratic,331001,1992,Democratic,331001,5
West_Virginia,Republican,241974,1992,Democratic,331001,5
West_Virginia,Independent,108829,1992,Democratic,331001,5
West_Virginia,Democratic,327812,1996,Democratic,327812,5
West_Virginia,Republican,233946,1996,Democratic,327812,5
West_Virginia,Reform,71639,1996,Democratic,327812,5
West_Virginia,Republican,336475,2000,Republican,336475,5
West_Virginia,Democratic,295497,2000,Republican,336475,5
West_Virginia,Republican,423778,2004,Republican,423778,5
West_Virginia,Democratic,326541,2004,Republican,423778,5
West_Virginia,Republican,397466,2008,Republican,397466,5
West_Virginia,Democratic,303857,2008,Republican,397466,5
West_Virginia,Republican,417655,2012,Republican,417655,5
West_Virginia,Democratic,238269,2012,Republican,417655,5
West_Virginia,Republican,489371,2016,Republican,489371,5
West_Virginia,Democratic,188794,2016,Republican,489371,5
Wisconsin,Republican,498576,1920,Republican,498576,13
Wisconsin,Democratic,113422,1920,Republican,498576,13
Wisconsin,Socialist,80635,1920,Republican,498576,13
Wisconsin,Independent,453678,1924,Independent,453678,13
Wisconsin,Republican,311614,1924,Independent,453678,13
Wisconsin,Democratic,68115,1924,Independent,453678,13
Wisconsin,Republican,544205,1928,Republican,544205,13
Wisconsin,Democratic,450259,1928,Republican,544205,13
Wisconsin,Democratic,707410,1932,Democratic,707410,12
Wisconsin,Republican,347741,1932,Democratic,707410,12
Wisconsin,Democratic,802984,1936,Democratic,802984,12
Wisconsin,Republican,380828,1936,Democratic,802984,12
Wisconsin,Democratic,704821,1940,Democratic,704821,12
Wisconsin,Republican,679206,1940,Democratic,704821,12
Wisconsin,Republican,674532,1944,Republican,674532,12
Wisconsin,Democratic,650413,1944,Republican,674532,12
Wisconsin,Democratic,647310,1948,Democratic,647310,12
Wisconsin,Republican,590959,1948,Democratic,647310,12
Wisconsin,Republican,979744,1952,Republican,979744,12
Wisconsin,Democratic,622175,1952,Republican,979744,12
Wisconsin,Republican,954844,1956,Republican,954844,12
Wisconsin,Democratic,586768,1956,Republican,954844,12
Wisconsin,Republican,895175,1960,Republican,895175,12
Wisconsin,Democratic,830805,1960,Republican,895175,12
Wisconsin,Democratic,1050424,1964,Democratic,1050424,12
Wisconsin,Republican,638495,1964,Democratic,1050424,12
Wisconsin,Republican,809997,1968,Republican,809997,12
Wisconsin,Democratic,748804,1968,Republican,809997,12
Wisconsin,Independent,127835,1968,Republican,809997,12
Wisconsin,Republican,989430,1972,Republican,989430,11
Wisconsin,Democratic,810174,1972,Republican,989430,11
Wisconsin,Democratic,1040232,1976,Democratic,1040232,11
Wisconsin,Republican,1004987,1976,Democratic,1040232,11
Wisconsin,Republican,1088845,1980,Republican,1088845,11
Wisconsin,Democratic,981584,1980,Republican,1088845,11
Wisconsin,Independent,160657,1980,Republican,1088845,11
Wisconsin,Republican,1198800,1984,Republican,1198800,11
Wisconsin,Democratic,995847,1984,Republican,1198800,11
Wisconsin,Democratic,1126794,1988,Democratic,1126794,11
Wisconsin,Republican,1047499,1988,Democratic,1126794,11
Wisconsin,Democratic,1041066,1992,Democratic,1041066,11
Wisconsin,Republican,930855,1992,Democratic,1041066,11
Wisconsin,Independent,544479,1992,Democratic,1041066,11
Wisconsin,Democratic,1071971,1996,Democratic,1071971,11
Wisconsin,Republican,845029,1996,Democratic,1071971,11
Wisconsin,Reform,227339,1996,Democratic,1071971,11
Wisconsin,Democratic,1242987,2000,Democratic,1242987,11
Wisconsin,Republican,1237279,2000,Democratic,1242987,11
Wisconsin,Democratic,1489504,2004,Democratic,1489504,10
Wisconsin,Republican,1478120,2004,Democratic,1489504,10
Wisconsin,Democratic,1677211,2008,Democratic,1677211,10
Wisconsin,Republican,1262393,2008,Democratic,1677211,10
Wisconsin,Democratic,1620985,2012,Democratic,1620985,10
Wisconsin,Republican,1407966,2012,Democratic,1620985,10
Wisconsin,Republican,1405284,2016,Republican,1405284,10
Wisconsin,Democratic,1382536,2016,Republican,1405284,10
Wyoming,Republican,35091,1920,Republican,35091,3
Wyoming,Democratic,17429,1920,Republican,35091,3
Wyoming,Republican,41858,1924,Republican,41858,3
Wyoming,Progressive,25174,1924,Republican,41858,3
Wyoming,Democratic,12868,1924,Republican,41858,3
Wyoming,Republican,52748,1928,Republican,52748,3
Wyoming,Democratic,29299,1928,Republican,52748,3
Wyoming,Democratic,54370,1932,Democratic,54370,3
Wyoming,Republican,39583,1932,Democratic,54370,3
Wyoming,Democratic,62624,1936,Democratic,62624,3
Wyoming,Republican,38739,1936,Democratic,62624,3
Wyoming,Democratic,59287,1940,Democratic,59287,3
Wyoming,Republican,52633,1940,Democratic,59287,3
Wyoming,Republican,51921,1944,Republican,51921,3
Wyoming,Democratic,49419,1944,Republican,51921,3
Wyoming,Democratic,52354,1948,Democratic,52354,3
Wyoming,Republican,47947,1948,Democratic,52354,3
Wyoming,Republican,81049,1952,Republican,81049,3
Wyoming,Democratic,47934,1952,Republican,81049,3
Wyoming,Republican,74573,1956,Republican,74573,3
Wyoming,Democratic,49554,1956,Republican,74573,3
Wyoming,Republican,77451,1960,Republican,77451,3
Wyoming,Democratic,63331,1960,Republican,77451,3
Wyoming,Democratic,80718,1964,Democratic,80718,3
Wyoming,Republican,61998,1964,Democratic,80718,3
Wyoming,Republican,70927,1968,Republican,70927,3
Wyoming,Democratic,45173,1968,Republican,70927,3
Wyoming,Independent,11105,1968,Republican,70927,3
Wyoming,Republican,100464,1972,Republican,100464,3
Wyoming,Democratic,44358,1972,Republican,100464,3
Wyoming,Republican,92717,1976,Republican,92717,3
Wyoming,Democratic,62239,1976,Republican,92717,3
Wyoming,Republican,110700,1980,Republican,110700,3
Wyoming,Democratic,49427,1980,Republican,110700,3
Wyoming,Independent,12072,1980,Republican,110700,3
Wyoming,Republican,133241,1984,Republican,133241,3
Wyoming,Democratic,53370,1984,Republican,133241,3
Wyoming,Republican,106867,1988,Republican,106867,3
Wyoming,Democratic,67113,1988,Republican,106867,3
Wyoming,Republican,79347,1992,Republican,79347,3
Wyoming,Democratic,68160,1992,Republican,79347,3
Wyoming,Independent,51263,1992,Republican,79347,3
Wyoming,Republican,105388,1996,Republican,105388,3
