"Nominee","Party","Home state","Running mate","Electoral vote","Popular vote","Percentage","year","state","url"
"Michael Dukakis","Democratic","Massachusetts","Lloyd Bentsen","0","244 497","46 90",1988,"New_Mexico","https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_New_Mexico"
"Bill Clinton","Democratic","Arkansas","Al Gore","5","261 617","45 90",1992,"New_Mexico","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_Mexico"
"George H W Bush","Republican","Texas","Dan Quayle","0","212 824","37 34",1992,"New_Mexico","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_Mexico"
"Ross Perot","Independent","Texas","James Stockdale","0","91 895","16 12",1992,"New_Mexico","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_Mexico"
"Bill Clinton","Democratic","Arkansas","Al Gore","5","273 495","49 18",1996,"New_Mexico","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_Mexico"
"Bob Dole","Republican","Kansas","Jack Kemp","0","232 751","41 86",1996,"New_Mexico","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_Mexico"
"Ross Perot","Reform","Texas","Pat Choate","0","32 257","5 80",1996,"New_Mexico","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_Mexico"
"Al Gore","Democratic","Tennessee","Joe Lieberman","5","286 783","47 91",2000,"New_Mexico","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_New_Mexico"
"George W Bush","Republican","Texas","Dick Cheney","0","286 417","47 85",2000,"New_Mexico","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_New_Mexico"
"George W Bush","Republican","Texas","Dick Cheney","5","376 930","49 84",2004,"New_Mexico","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_New_Mexico"
"John Kerry","Democratic","Massachusetts","John Edwards","0","370 942","49 05",2004,"New_Mexico","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_New_Mexico"
"Barack Obama","Democratic","Illinois","Joe Biden","5","472 422","56 91",2008,"New_Mexico","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_Mexico"
"John McCain","Republican","Arizona","Sarah Palin","0","346 832","41 78",2008,"New_Mexico","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_Mexico"
"Barack Obama","Democratic","Illinois","Joe Biden","5","415 335","52 99",2012,"New_Mexico","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_New_Mexico"
"Mitt Romney","Republican","Massachusetts","Paul Ryan","0","335 788","42 84",2012,"New_Mexico","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_New_Mexico"
"Hillary Clinton","Democratic","New York","Tim Kaine","5","385 234","48 26",2016,"New_Mexico","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_New_Mexico"
"Donald Trump","Republican","New York","Mike Pence","0","319 667","40 04",2016,"New_Mexico","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_New_Mexico"
"Gary Johnson","Libertarian","New Mexico","Bill Weld","0","74 541","9 34",2016,"New_Mexico","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_New_Mexico"
