"Nominee","Party","Home state","Running mate","Electoral vote","Popular vote","Percentage","year","state","url"
"Richard Nixon","Republican","New York b","Spiro Agnew","0","3 007 932","44 30",1968,"New_York","https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_New_York"
"George Wallace","Courage","Alabama","Marvin Griffin","0","358 864","5 29",1968,"New_York","https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_New_York"
"Richard Nixon","Republican","California","Spiro Agnew","41","4 192 778","58 54",1972,"New_York","https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_New_York"
"George McGovern","Democratic","South Dakota","Sargent Shriver replacing Thomas Eagleton","0","2 951 084","41 21",1972,"New_York","https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_New_York"
"Jimmy Carter","Democratic","Georgia","Walter Mondale","41","3 389 558","51 95",1976,"New_York","https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_New_York"
"Gerald Ford","Republican","Michigan","Bob Dole","0","3 100 791","47 52",1976,"New_York","https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_New_York"
"Ronald Reagan","Republican","California","George H W Bush","41","2 893 831","46 66",1980,"New_York","https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_New_York"
"Jimmy Carter","Democratic","Georgia","Walter Mondale","0","2 728 372","43 99",1980,"New_York","https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_New_York"
"John B Anderson","Liberal","Illinois","Patrick Lucey","0","467 801","7 54",1980,"New_York","https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_New_York"
"Ronald Reagan","Republican","California","George H W Bush","36","3 664 763","53 84",1984,"New_York","https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_New_York"
"Walter Mondale","Democratic","Minnesota","Geraldine Ferraro","0","3 119 609","45 83",1984,"New_York","https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_New_York"
"Michael Dukakis","Democratic","Massachusetts","Lloyd Bentsen","36","3 347 882","51 62",1988,"New_York","https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_New_York"
"George H W Bush","Republican","Texas","Dan Quayle","0","3 081 871","47 52",1988,"New_York","https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_New_York"
"Bill Clinton","Democratic","Arkansas","Al Gore","33","3 444 450","49 73",1992,"New_York","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_York"
"George H W Bush","Republican","Texas","Dan Quayle","0","2 346 649","33 88",1992,"New_York","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_York"
"Ross Perot","Independent","Texas","James Stockdale","0","1 090 721","15 75",1992,"New_York","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_New_York"
"Bill Clinton","Democratic","Arkansas","Al Gore","33","3 756 177","59 47",1996,"New_York","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_York"
"Bob Dole","Republican","Kansas","Jack Kemp","0","1 933 492","30 61",1996,"New_York","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_York"
"Ross Perot","Independence","Texas","Pat Choate","0","503 458","7 97",1996,"New_York","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_New_York"
"Al Gore","Democratic","Tennessee","Joe Lieberman","33","4 113 791","60 22",2000,"New_York","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_New_York"
"George W Bush","Republican","Texas","Dick Cheney","0","2 405 676","35 22",2000,"New_York","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_New_York"
"John Kerry","Democratic","Massachusetts","John Edwards","31","4 314 280","58 37",2004,"New_York","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_New_York"
"George W Bush","Republican","Texas","Dick Cheney","0","2 962 567","40 08",2004,"New_York","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_New_York"
"Barack Obama","Democratic","Illinois","Joe Biden","31","4 804 945","62 88",2008,"New_York","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_York"
"John McCain","Republican","Arizona","Sarah Palin","0","2 752 771","36 03",2008,"New_York","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_New_York"
"Barack Obama","Democratic","Illinois","Joe Biden","29","4 485 877","63 35",2012,"New_York","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_New_York"
"Mitt Romney","Republican","Massachusetts","Paul Ryan","0","2 490 496","35 17",2012,"New_York","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_New_York"
"Hillary Clinton","Democratic","New York","Tim Kaine","29","4 556 124","59 01",2016,"New_York","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_New_York"
"Donald Trump","Republican","New York","Mike Pence","0","2 819 534","36 52",2016,"New_York","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_New_York"
