"Nominee","Party","Home state","Running mate","Electoral vote","Popular vote","Percentage","year","state","url"
"Thomas E Dewey","Republican","New York","John W Bricker","0","44 540","18 20",1944,"Alabama","https://en.wikipedia.org/wiki/1944_United_States_presidential_election_in_Alabama"
"Strom Thurmond","Dixiecrat","South Carolina","Fielding L Wright","11","171 443","79 75",1948,"Alabama","https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Alabama"
"Thomas E Dewey","Republican","New York","Earl Warren","0","40 930","19 04",1948,"Alabama","https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Alabama"
"Adlai Stevenson","Democratic","Illinois","John Sparkman","11","275 075","64 6",1952,"Alabama","https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Alabama"
"Dwight D Eisenhower","Republican","New York","Richard Nixon","0","149 231","35 0",1952,"Alabama","https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Alabama"
"Adlai Stevenson","Democratic","Illinois","Estes Kefauver","10","280 844","56 52",1956,"Alabama","https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Alabama"
"Dwight D Eisenhower","Republican","Pennsylvania","Richard Nixon","0","195 694","39 39",1956,"Alabama","https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Alabama"
"Harry F Byrd by unpledged electors","Southern Democrat","Virginia","Strom Thurmond","6","324 050","57 43",1960,"Alabama","https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Alabama"
"John F Kennedy","Democratic","Massachusetts","Lyndon B Johnson","5","318 303","56 41",1960,"Alabama","https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Alabama"
"Richard Nixon","Republican","California","Henry Cabot Lodge Jr","0","237 981","42 18",1960,"Alabama","https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Alabama"
"Barry Goldwater","Republican","Arizona","William E Miller","10","479 085","69 5",1964,"Alabama","https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Alabama"
"Unpledged electors","Democratic","Alabama","William E Miller","0","210 732","30 5",1964,"Alabama","https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Alabama"
"George Wallace","American Independent","Alabama","Curtis LeMay","10","691 425","65 9",1968,"Alabama","https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Alabama"
"Hubert Humphrey","Democratic","Minnesota","Edmund Muskie","0","196 597","18 7",1968,"Alabama","https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Alabama"
"Richard Nixon","Republican","New York","Spiro Agnew","0","146 923","14 0",1968,"Alabama","https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Alabama"
"Richard Nixon","Republican","California","Spiro Agnew","9","728 701","72 4",1972,"Alabama","https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Alabama"
"George McGovern","Democratic","South Dakota","Sargent Shriver replacing Thomas Eagleton","0","256 923","25 5",1972,"Alabama","https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Alabama"
"Jimmy Carter","Democratic","Georgia","Walter Mondale","9","659 170","55 73",1976,"Alabama","https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Alabama"
"Gerald Ford","Republican","Michigan","Bob Dole","0","504 070","42 61",1976,"Alabama","https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Alabama"
"Ronald Reagan","Republican","California","George H W Bush","9","654 192","48 75",1980,"Alabama","https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Alabama"
"Jimmy Carter","Democratic","Georgia","Walter Mondale","0","636 730","47 45",1980,"Alabama","https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Alabama"
"Ronald Reagan","Republican","California","George H W Bush","9","872 849","60 54",1984,"Alabama","https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_Alabama"
"Walter Mondale","Democratic","Minnesota","Geraldine Ferraro","0","551 899","38 28",1984,"Alabama","https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_Alabama"
"George H W Bush","Republican","Texas","Dan Quayle","9","815 576","59 17",1988,"Alabama","https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_Alabama"
"Michael Dukakis","Democratic","Massachusetts","Lloyd Bentsen","0","549 506","39 86",1988,"Alabama","https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_Alabama"
"George H W Bush","Republican","Texas","Dan Quayle","9","804 283","47 65",1992,"Alabama","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Alabama"
"Bill Clinton","Democratic","Arkansas","Al Gore","0","690 080","40 88",1992,"Alabama","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Alabama"
"Ross Perot","Independent","Texas","James Stockdale","0","183 109","10 85",1992,"Alabama","https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Alabama"
"Bob Dole","Republican","Kansas","Jack Kemp","9","769 044","50 12",1996,"Alabama","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Alabama"
"Bill Clinton","Democratic","Arkansas","Al Gore","0","662 165","43 16",1996,"Alabama","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Alabama"
"Ross Perot","Independent","Texas","Patrick Choate","0","92 149","6 01",1996,"Alabama","https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Alabama"
"George W Bush","Republican","Texas","Dick Cheney","9","941 173","56 48",2000,"Alabama","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_Alabama"
"Al Gore","Democratic","Tennessee","Joe Lieberman","0","692 611","41 57",2000,"Alabama","https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_Alabama"
"George W Bush","Republican","Texas","Dick Cheney","9","1 176 394","62 46",2004,"Alabama","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_Alabama"
"John Kerry","Democratic","Massachusetts","John Edwards","0","693 933","36 84",2004,"Alabama","https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_Alabama"
"John McCain","Republican","Arizona","Sarah Palin","9","1 266 546","60 32",2008,"Alabama","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Alabama"
"Barack Obama","Democratic","Illinois","Joe Biden","0","813 479","38 74",2008,"Alabama","https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Alabama"
"Mitt Romney","Republican","Massachusetts","Paul Ryan","9","1 255 925","60 55",2012,"Alabama","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_Alabama"
"Barack Obama","Democratic","Illinois","Joe Biden","0","795 696","38 36",2012,"Alabama","https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_Alabama"
"Donald Trump","Republican","New York","Mike Pence","9","1 318 255","62 08",2016,"Alabama","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_Alabama"
"Hillary Clinton","Democratic","New York","Tim Kaine","0","729 547","34 36",2016,"Alabama","https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_Alabama"
